id,districtname,admtotal,generalfundexpends,perpupilexpends,avgteachersalary,readingproficiency,total_enroll,female_pct,male_pct,aian_pct,asian_pct,nhpi_pct,hisla_pct,black_pct,white_pct,twomo_pct,meals_pct,medianhouseincome,mhi_marginoferror,nocomp_cnt,nocomp_pct,yescomp_cnt,yescomp_pct,nointernet_cnt,nointernet_pct,yesinternet_cnt,yesinternet_pct,lat,lng
2709480,Greenway Public School District,1050.51,12708016,12097,53537,61.7242857,1067,47.05,52.95,9.09,0.09,0,2.62,1.22,84.36,2.62,52.39,52685,4420,534,13.05623472,3556,86.94376528,800,18.36547291,3556,81.63452709,47.3437825,-93.3505926
2710140,Deer River Public School District,921.64,12105608,13134.86,52811,53.5571429,971,45.73,54.27,31.72,0.31,0,3.09,0.31,52.83,11.74,68.69,47563,5372,418,15.92380952,2207,84.07619048,540,19.65780852,2207,80.34219148,47.5138496,-93.8474107
2713170,Grand Rapids Public School District,3998.92,45181414,11298.4,66318,61.4971429,4149,48.59,51.41,3.21,0.22,0.14,2.02,0.75,85.51,8.15,38.59,53716,2193,1677,12.30735359,11949,87.69264641,2196,15.52492047,11949,84.47507953,47.7153864,-94.3976678
2723310,Nashwauk-Keewatin School District,587.22,7359072,12532.05,61054,50.7628571,610,46.89,53.11,0.98,0.49,0,1.15,0.98,87.38,9.02,53.11,54010,3338,279,14.01305876,1712,85.98694124,392,18.63117871,1712,81.36882129,47.3907163,-93.1490907
2713930,Heron Lake-Okabena School District,277.5,3900465,14055.73,48640,46.0928571,300,42.67,57.33,1.33,1,0,13.67,0,83.67,0.33,42.33,60000,8533,93,11.93838254,686,88.06161746,150,17.94258373,686,82.05741627,43.7674632,-95.349101
2721480,Mora Public School District,1616.46,15524774,9604.18,55814,65.7842857,1643,48.81,51.19,0.97,0.37,0,2.68,1.03,91.36,3.59,39.93,52372,2627,646,13.08221952,4292,86.91778048,869,16.83782213,4292,83.16217787,45.9520506,-93.2714573
2723970,Ogilvie Public School District,506.11,5297964,10468.01,49065,44.3028571,510,50.59,49.41,0.2,0.39,0,1.37,0,97.84,0.2,40.2,59297,3192,220,13.56350185,1402,86.43649815,304,17.81946073,1402,82.18053927,45.8379796,-93.4461391
2723400,New London-Spicer School District,1536.7,15420092,10034.55,57985,69.03,1556,46.92,53.08,0.06,0.39,0.13,7.65,0.19,91.32,0.26,26.09,69094,4625,358,8.605769231,3802,91.39423077,531,12.25478883,3802,87.74521117,45.2902759,-94.9950583
2742720,Willmar Public School District,4253.25,41869252,9844.06,52793,46.68,4478,48.62,51.38,0.49,2.5,0.42,35.19,20.08,39.98,1.34,63.13,53075,3462,1234,11.18665579,9797,88.81334421,1768,15.2875054,9797,84.7124946,45.0876733,-95.0239358
2717880,Lancaster Public School District,163.1,2663238,16328.87,48662,71.958,162,51.23,48.77,0,0,0,4.32,1.23,94.45,0,36.42,58646,6500,51,14.40677966,303,85.59322034,65,17.66304348,303,82.33695652,48.919432,-96.6907618
2715000,International Falls School District,998.31,11355361,11374.58,61750,62.78,1011,49.55,50.45,9.2,0.1,0,1.19,0.4,87.92,1.19,38.67,47418,5530,712,14.53357828,4187,85.46642172,991,19.13866358,4187,80.86133642,48.414281,-93.2781962
2718270,Littlefork-Big Falls School District,322.84,4017182,12443.26,63259,60.8714286,327,52.6,47.4,2.75,0,0,1.83,0.31,89.91,5.2,35.78,50000,12523,131,15.32163743,724,84.67836257,168,18.83408072,724,81.16591928,48.2649955,-93.659864
2732700,South Koochiching School District,292.54,5317391,18176.63,46298,48.4671429,287,49.83,50.17,12.2,1.05,0.35,1.05,2.44,82.21,0.7,49.48,46750,7550,103,15.44227886,564,84.55772114,145,20.45133992,564,79.54866008,48.2561998,-94.0709705
2710090,Dawson-Boyd Public School District,565.34,6225734,11012.37,53429,64.4714286,568,45.42,54.58,0.88,1.76,0,7.39,0.53,87.33,2.11,36.8,53375,3451,165,11.51430565,1268,88.48569435,220,14.78494624,1268,85.21505376,44.8993198,-96.012372
2740740,Lake Superior Public School District,1375.69,15344784,11154.25,58907,61.93,1391,47.59,52.41,0.86,0.29,0.36,0.86,0.65,95.4,1.58,26.02,61599,4172,718,10.34582133,6222,89.65417867,996,13.79883624,6222,86.20116376,47.4744895,-91.4873255
2717570,Lake of The Woods School District,459.65,5571088,12120.28,52965,47.2957143,477,48.22,51.78,2.73,0.84,0,2.31,2.1,85.94,6.08,42.14,49521,6154,214,13.14496314,1414,86.85503686,365,20.51714446,1414,79.48285554,48.5881525,-94.8866975
2709330,Cleveland Public School District,509.65,4664608,9152.57,52481,66.7842857,524,51.15,48.85,0.76,0.38,0,5.53,0.38,91.04,1.91,25.57,80156,3877,86,7.962962963,994,92.03703704,108,9.800362976,994,90.19963702,44.3053501,-93.8195353
2713680,Hendricks Public School District,141.41,2161147,15282.84,35033,73.2,138,49.28,50.72,0,0,0,7.97,0,89.13,2.9,31.16,48833,5084,122,19.93464052,490,80.06535948,128,20.71197411,490,79.28802589,44.5088558,-96.3990986
2715540,Ivanhoe Public School District,141.59,1418909,10021.25,31994,52.7366667,91,41.76,58.24,0,0,0,4.4,0,95.6,0,37.36,52260,3122,112,16.25544267,577,83.74455733,134,18.8466948,577,81.1533052,44.4676054,-96.2310757
2717460,Lake Benton Public School District,197.21,2039518,10341.86,47170,78.1825,144,46.53,53.47,0,0,0,4.17,0,94.44,1.39,33.33,53750,8242,111,16.59192825,558,83.40807175,122,17.94117647,558,82.05882353,44.2915588,-96.3335852
2718940,Marshall Public School District,2517.25,25908771,10292.49,53720,58.6671429,2625,47.31,52.69,0.3,10.17,0.15,15.01,8.8,61.65,3.92,46.02,52000,4132,576,8.826233527,5950,91.17376647,652,9.875795214,5950,90.12420479,44.4366057,-95.7463159
2721270,Minneota Public School District,479.65,5172424,10783.75,46982,73.0571429,530,45.09,54.91,0.38,0.19,0,7.74,0.19,89.61,1.89,28.3,65972,3675,137,11.57094595,1047,88.42905405,205,16.37380192,1047,83.62619808,44.5695891,-96.0003253
2718390,Lynd Public School District,215.17,2552000,11860.39,38785,40.548,180,43.33,56.67,0,0,0,33.89,0.56,61.11,4.44,59.44,74688,10531,35,7.575757576,427,92.42424242,63,12.85714286,427,87.14285714,44.4033052,-95.9276237
2714970,Hutchinson Public School District,2826.42,29338751,10380.18,58937,66.3142857,2944,48.37,51.63,0.03,0.99,0.14,8.8,1.15,86,2.89,28.09,61197,3676,844,9.769649265,7795,90.23035074,1002,11.39024668,7795,88.60975332,44.898475,-94.401803
2702640,Lester Prairie Public School District,464.87,4332496,9319.8,46734,55.7157143,434,44.93,55.07,0.23,1.15,0,18.43,0.46,78.35,1.38,30.18,62591,3664,141,11.13744076,1125,88.86255924,206,15.4770849,1125,84.5229151,44.8804377,-94.0614136
2718660,Mahnomen Public School District,608.83,9146505,15023.09,54660,33.2942857,642,47.98,52.02,61.06,0,0,2.02,0,15.42,21.5,79.75,41895,1336,337,20.10739857,1339,79.89260143,404,23.178428,1339,76.821572,47.3456638,-95.839557
2742120,Waubun-Ogema-White Earth Public Schools,660.56,7963601,12055.83,50530,40.8685714,697,48.64,51.36,61.69,0,0.14,2.44,0,19.23,16.5,68.72,47107,2565,251,17.14480874,1213,82.85519126,303,19.98680739,1213,80.01319261,47.126713,-95.787229
2723550,Marshall County Central Schools,427.25,4957405,11603.05,48064,62.4014286,427,51.76,48.24,0,0,0,2.11,0.47,95.78,1.64,33.96,61563,6286,111,11.89710611,822,88.10289389,176,17.63527054,822,82.36472946,48.3059436,-96.3363092
2718920,Grygla Public School District,150.23,2773895,18464.32,50347,52.5416667,149,48.99,51.01,0,0,0,2.68,0,95.31,2.01,46.98,55125,4424,54,12.08053691,393,87.91946309,76,16.20469083,393,83.79530917,48.3598285,-95.4220433
2740680,Truman Public School District,211.57,2502616,11828.78,52419,57.6085714,216,42.13,57.87,0,1.39,0.93,1.85,0.46,91.67,3.7,62.04,52689,3869,164,14.44933921,971,85.55066079,236,19.55260978,971,80.44739022,43.8412678,-94.4373776
2711190,Eden Valley-Watkins School District,960.06,9056589,9433.36,49767,67.6214286,971,48.3,51.7,0.21,0.41,0,3.19,0.41,93.62,2.16,31.51,61319,4543,298,13.4841629,1912,86.5158371,415,17.83412119,1912,82.16587881,45.3251307,-94.5217966
2718210,Litchfield Public School District,1555.53,16221008,10427.96,53885,65.1457143,1578,47.91,52.09,0.19,0.25,0,9.82,1.2,86.89,1.65,35.3,61330,2401,695,12.90142937,4692,87.09857063,896,16.03435934,4692,83.96564066,45.1256428,-94.4978021
2710060,Dassel-Cokato Public School District,2213.05,20454365,9242.61,59426,72.5114286,2250,47.64,52.36,0.53,0.53,0,3.6,0.67,92.54,2.13,23.87,64265,2286,466,11.61805036,3545,88.38194964,548,13.38871244,3545,86.61128756,45.0827058,-94.2583745
2715510,Isle Public School District,417.09,4747300,11381.96,46457,53.89,432,46.06,53.94,10.19,0.69,0,3.94,0.46,77.78,6.94,56.25,45281,4627,259,15.19953052,1445,84.80046948,317,17.99091941,1445,82.00908059,46.1541655,-93.4547996
2730030,Princeton Public School District,3333.81,33130844,9937.83,61582,63.4157143,3453,48.42,51.58,0.61,0.55,0,2.9,0.41,92.63,2.9,30.84,70664,4206,746,9.136558481,7419,90.86344152,1089,12.79971791,7419,87.20028209,45.575971,-93.6000896
2725050,Onamia Public School District,590.37,9390762,15906.57,49239,36.7657143,646,44.58,55.42,45.82,0.15,0.15,3.25,2.94,41.03,6.66,68.73,44358,3966,445,16.72932331,2215,83.27067669,525,19.16058394,2215,80.83941606,46.0922673,-93.7583998
2718240,Little Falls Public School District,2466.39,25026133,10146.87,59224,48.0142857,2536,47.71,52.29,0.2,0.47,0.16,2.92,3.59,88.36,4.3,45.78,51282,2210,1231,14.58358014,7210,85.41641986,1551,17.70345851,7210,82.29654149,46.0420885,-94.4054992
2728320,Pierz Public School District,1174.65,10189027,8674.1,53080,61.0642857,1195,46.78,53.22,0.17,0.17,0,1.76,0.08,96.82,1,34.31,58750,3016,390,16.05599012,2039,83.94400988,483,19.15146709,2039,80.84853291,45.9942788,-94.0548626
2732520,Royalton Public School District,948.11,8440700,8902.66,48784,52.4042857,954,47.06,52.94,0.84,0.31,0,2.52,0.31,93.5,2.52,28.09,63724,3107,225,13.26650943,1471,86.73349057,329,18.27777778,1471,81.72222222,45.841294,-94.2385041
2738280,Swanville Public School District,313.54,2999605,9566.9,53650,54.4328571,329,44.07,55.93,0,0.3,0,4.56,0,94.53,0.61,39.51,66000,7271,111,13.52009744,710,86.47990256,147,17.15285881,710,82.84714119,45.9464225,-94.6396887
2740860,Upsala Public School District,380.38,3809450,10014.85,54237,53.2442857,380,48.16,51.84,0,0.26,0,2.37,0.53,95.79,1.05,30.53,64167,3471,127,13.84950927,790,86.15049073,173,17.96469367,790,82.03530633,45.8246278,-94.5295989
2703450,Austin Public School District,5058.2,53287195,10534.81,58786,43.5071429,5293,48.89,51.11,0.17,9.09,0.83,28.64,8.46,49.26,3.55,55.41,48529,2749,1550,12.11316036,11246,87.88683964,1939,14.70610542,11246,85.29389458,43.6693745,-93.0110587
2713140,Grand Meadow Public School District,439.87,5035179,11446.97,47951,53.9157143,438,50.23,49.77,0.23,0.46,0,3.42,1.14,91.33,3.42,27.4,70357,9550,89,11.05590062,716,88.94409938,156,17.88990826,716,82.11009174,43.7006985,-92.572777
2718360,Lyle Public School District,290.4,3272497,11268.93,39388,42.0285714,284,42.61,57.39,0.35,0.35,0,13.73,2.11,79.23,4.23,51.06,49318,11542,71,14.05940594,434,85.94059406,103,19.18063315,434,80.81936685,43.5366771,-92.9650599
2718060,LeRoy-Ostrander Public Schools,267.05,3581201,13410.23,50344,63.8471429,266,50.38,49.62,1.13,0.38,0,6.02,0,89.84,2.63,37.22,55335,3576,172,16.94581281,843,83.05418719,205,19.5610687,843,80.4389313,43.5655039,-92.4712195
2702720,Southland Public School District,405.1,5708811,14092.35,54435,56.4542857,382,47.91,52.09,0.52,0.52,0.26,5.5,0.79,91.36,1.05,27.23,67688,4172,209,13.62451108,1325,86.37548892,249,15.81956798,1325,84.18043202,43.6241708,-92.7431067
2712480,Fulda Public School District,344.56,4745658,13773.1,56571,53.4657143,346,47.4,52.6,0.58,6.65,0,10.4,0.87,80.92,0.58,37.28,60048,7702,154,12.99578059,1031,87.00421941,188,15.42247744,1031,84.57752256,43.8579099,-95.629108
2723580,Nicollet Public School District,388.01,4287203,11049.21,50567,56.3871429,391,53.45,46.55,0,0,0,6.65,1.02,90.28,2.05,18.67,74659,8029,98,9.099350046,979,90.90064995,153,13.51590106,979,86.48409894,44.3081121,-94.2074868
2733870,St. Peter Public School District,2218.28,23104762,10415.62,52636,59.4428571,2246,46.79,53.21,0.36,1.11,0,15,9.93,70.44,3.16,35.93,61064,3322,557,9.746281715,5158,90.25371829,600,10.42028482,5158,89.57971518,44.339203,-94.0012314
2702730,Adrian Public School District,570.78,5923858,10378.53,47893,57.6014286,574,50.52,49.48,0.35,2.61,0,12.2,0.35,81.01,3.48,40.24,59118,5514,142,13.73307544,892,86.26692456,181,16.86859273,892,83.13140727,43.69214,-95.9207079
2711460,Ellsworth Public School District,142.2,1931174,13580.69,39781,65.7,142,51.41,48.59,0,0,0,2.11,1.41,96.48,0,46.48,52500,7793,91,18.60940695,398,81.39059305,101,20.24048096,398,79.75951904,43.531348,-95.9835394
2744160,Worthington Public School District,3901.98,32546249,8340.96,54647,44.4442857,3904,47.85,52.15,0.31,8.53,0.03,47.77,6.1,34.19,3.07,62.12,51998,5198,842,12.92005524,5675,87.07994476,1169,17.08065459,5675,82.91934541,43.6415789,-95.6597357
2707350,Byron Public School District,2129.25,18758087,8809.72,55919,76.0614286,2114,48.82,51.18,0.24,1.75,0.05,3.07,0.71,91.34,2.84,10.55,88056,5504,120,3.722084367,3104,96.27791563,253,7.536490915,3104,92.46350909,44.0203987,-92.6182543
2711010,Dover-Eyota Public School District,1118.62,10019353,8956.89,54262,63.3428571,1101,48.68,51.32,0,0.54,0,2.18,0.18,93.47,3.63,18.62,78106,4833,162,9.418604651,1558,90.58139535,217,12.22535211,1558,87.77464789,43.9949007,-92.2154739
2738160,Stewartville Public School District,2093.93,18817324,8986.61,56318,61.1271429,2108,49.38,50.62,0.24,0.52,0,3.08,0.71,92.75,2.7,21.2,71189,6588,327,8.56918239,3489,91.43081761,440,11.19877832,3489,88.80122168,43.8471755,-92.5094271
2731800,Rochester Public School District,17602.32,189372896,10758.41,63256,55.3985714,18015,48.46,51.54,0.47,9.9,0.03,10.16,14.4,59.21,5.83,36.69,73618,2178,3899,7.111329977,50929,92.88867002,4998,8.936649561,50929,91.06335044,44.0546608,-92.4425886
2703750,Battle Lake Public School District,431.41,3704610,8587.21,58455,72.1828571,428,46.5,53.5,0,0.7,0,3.97,0.47,89.02,5.84,29.44,57406,3839,202,10.38560411,1743,89.61439589,269,13.36978131,1743,86.63021869,46.3073222,-95.6908082
2711880,Fergus Falls Public School District,2925.35,25374444,8673.99,55153,64.8671429,2890,50.8,49.2,0.59,0.55,0.24,3.32,4.12,86.4,4.78,34.39,54284,5512,1430,14.50157185,8431,85.49842815,1859,18.06608358,8431,81.93391642,46.2724241,-96.0903114
2713860,Henning Public School District,374.48,4251043,11351.86,51598,64.7157143,368,48.64,51.36,0.82,0.82,0,1.9,1.09,94.28,1.09,39.13,52578,3279,183,12.55144033,1275,87.44855967,270,17.47572816,1275,82.52427184,46.31903,-95.4644919
2728110,Parkers Prairie Public School District,544.22,6431599,11818.01,53998,64.7771429,552,47.46,52.54,0,0,0,2.54,0.36,95.83,1.27,25.72,59044,3102,173,13.3384734,1124,86.6615266,232,17.10914454,1124,82.89085546,46.1399273,-95.3563313
2728170,Pelican Rapids Public School District,872.94,8614787,9868.7,56908,57.2542857,890,51.12,48.88,0.79,1.91,0,28.54,13.26,53.03,2.47,54.49,63799,2885,408,12.45041196,2869,87.54958804,603,17.36751152,2869,82.63248848,46.5793316,-96.0610243
2728230,Perham-Dent Public School District,1520.35,15271710,10044.86,51687,61.9742857,1527,47.28,52.72,1.05,0.72,0.07,11.13,1.51,81.53,3.99,36.08,58450,3794,637,11.83574879,4745,88.16425121,885,15.71936057,4745,84.28063943,46.5746195,-95.6476793
2740830,Underwood Public School District,559.99,5222568,9326.18,45041,59.61,567,48.68,51.32,1.41,2.47,0,0.88,1.23,93.66,0.35,36.16,68854,3510,119,10.4111986,1024,89.5888014,152,12.92517007,1024,87.07482993,46.312269,-95.8754669
2723520,New York Mills Public School District,739.75,6706695,9066.16,51507,60.0085714,744,47.31,52.69,0.27,0,0,2.15,1.08,94.48,2.02,35.35,56435,4898,213,13.2133995,1399,86.7866005,328,18.9924725,1399,81.0075275,46.5498881,-95.3431901
2713020,Goodridge Public School District,232.21,3278136,14117.12,48272,48.2142857,250,51.6,48.4,5.2,0.8,0,4.4,0.4,88.4,0.8,48.4,57500,10043,42,10.82474227,346,89.17525773,65,15.81508516,346,84.18491484,48.1577112,-95.7872601
2738850,Thief River Falls School District,1970.23,19967183,10134.44,55477,60.3057143,2020,49.16,50.84,2.57,1.09,0,6.58,1.73,83.13,4.9,35.05,60163,5891,814,12.28308435,5813,87.71691565,992,14.57751653,5813,85.42248347,48.0911239,-96.182704
2742750,Willow River Public School District,415.48,4674236,11250.21,50386,58.0871429,415,50.36,49.64,1.45,0,0,0.72,0,95.18,2.65,40.48,50625,4924,255,16.50485437,1290,83.49514563,319,19.82597887,1290,80.17402113,46.3282087,-92.901354
2728380,Pine City Public School District,1585.47,17968280,11333.09,58157,55.6385714,1594,47.8,52.2,1.13,0.44,0,3.64,0.75,90.15,3.89,33.94,52857,3561,673,14.20130829,4066,85.79869171,951,18.95555113,4066,81.04444887,45.8537903,-92.9273121
2711220,Edgerton Public School District,408.35,4162723,10194.01,48724,52.6228571,427,48.71,51.29,1.17,0.23,0,17.8,3.75,74.47,2.58,44.96,57386,6312,142,13.06347746,945,86.93652254,191,16.81338028,945,83.18661972,43.8820974,-96.1016365
2709360,Climax-Shelly Public Schools,216.49,2151649,9938.79,40615,51.8114286,222,59.01,40.99,1.8,0.45,0,18.47,0,76.58,2.7,63.51,54688,8094,50,13.05483029,333,86.94516971,78,18.97810219,333,81.02189781,47.5940442,-96.7922684
2709720,Crookston Public School District,1124.77,12715979,11305.4,55092,55.4271429,1191,49.12,50.88,3.36,0.59,0,22.33,1.6,66.41,5.71,49.45,55460,5051,438,10.74846626,3637,89.25153374,443,10.85784314,3637,89.14215686,47.7977999,-96.5770606
2711130,East Grand Forks Public School District,1911.42,17686216,9252.92,55881,54.5642857,1965,48.24,51.76,1.02,0.05,0,9.97,11.55,73.08,4.33,33.33,63804,7049,687,14.48450348,4056,85.51549652,731,15.27052434,4056,84.72947566,47.9564692,-96.9232401
2711910,Fertile-Beltrami School District,477.62,5543145,11605.76,54262,71.7042857,476,48.53,51.47,0.63,0.42,0,3.15,0.42,93.49,1.89,26.89,60863,3774,192,13.66548043,1213,86.33451957,248,16.97467488,1213,83.02532512,47.5660362,-96.3333442
2712180,Fisher Public School District,270.17,2856133,10571.61,43329,42.4128571,274,47.45,52.55,0,0.36,0,12.41,2.19,82.49,2.55,43.43,68750,6514,32,8.913649025,327,91.08635097,53,13.94736842,327,86.05263158,47.8304531,-96.7959339
2712300,Fosston Public School District,615.05,7021437,11416.04,55771,66.3328571,614,45.77,54.23,3.09,0.33,0,3.26,0.33,84.36,8.63,39.09,48917,3960,298,15.68421053,1602,84.31578947,342,17.59259259,1602,82.40740741,47.5680727,-95.6958251
2722950,Mounds View Public School District,11656.29,133923939,11489.41,63793,67.5314286,11957,47.74,52.26,0.49,11.62,0.08,8.81,10.74,62.15,6.11,29.89,80215,2459,2821,8.426429297,30657,91.5735707,3325,9.784591843,30657,90.21540816,45.0835001,-93.1554309
2723850,North St. Paul-Maplewood-Oakdale School District,10635.99,113727860,10692.74,60296,50.79,10808,48.98,51.02,1.18,21.82,0.06,14.02,19,36.19,7.73,56.31,69368,2509,2522,7.443919717,31358,92.55608028,2903,8.473191092,31358,91.52680891,44.9829666,-92.9808588
2732430,Roseville Public School District,7579.82,82594748,10896.66,70958,56.3642857,7655,48.78,51.22,0.37,19.61,0,13.68,15.85,43.64,6.85,44.72,64846,2386,2286,8.565647482,24402,91.43435252,2960,10.81792267,24402,89.18207733,45.0121283,-93.1338462
2742360,White Bear Lake School District,8707.45,102105396,11726.21,72437,64.88,8860,48.43,51.57,0.37,6.98,0.16,7.19,6.08,72.96,6.26,26.31,84548,2705,1475,5.257155077,26582,94.74284492,2153,7.492604837,26582,92.50739516,45.1013449,-93.0247794
2733840,St. Paul Public School District,35937.23,439053778,12217.24,75199,39.59,36888,48.22,51.78,1.02,31.17,0.03,14.13,26.6,20.83,6.22,65.71,55085,938,10588,8.567244128,112999,91.43275587,14650,11.47678399,112999,88.52321601,44.948901,-93.1040631
2730450,Red Lake Falls Public School District,369.44,4449884,12044.94,50961,59.0128571,370,49.19,50.81,0.54,0,0,5.41,0.27,89.46,4.32,31.08,57708,7969,144,13.15068493,951,86.84931507,200,17.37619461,951,82.62380539,47.8693921,-96.2982327
2721210,Milroy Public School District,81.48,1129854,13866.64,34232,46.2,37,54.05,45.95,0,0,0,0,0,100,0,51.35,62750,8229,30,9.771986971,277,90.22801303,52,15.80547112,277,84.19452888,44.4344146,-95.5307389
2741430,Wabasso Public School District,403.37,4318872,10706.97,47734,55.7385714,407,52.58,47.42,0.25,0.74,0,1.47,0,95.82,1.72,27.52,57109,5793,166,14.42224153,985,85.57775847,233,19.12972085,985,80.87027915,44.4211852,-95.3004837
2711760,Faribault Public School District,3553,42164158,11867.2,57413,41.67,3652,47.81,52.19,0.16,1.92,0,25.44,24.34,45.21,2.93,62.98,60652,2570,1803,13.60754717,11447,86.39245283,2172,15.94830751,11447,84.05169249,44.3094184,-93.2504574
2723880,Northfield Public School District,4050.03,47720683,11782.8,59934,68.4371429,4067,49.64,50.36,0.17,1.52,0.02,14.24,2.02,78.78,3.25,26.36,73918,3469,687,6.85013461,9342,93.14986539,934,9.089139743,9342,90.91086026,44.4658288,-93.2065442
2714040,Hills-Beaver Creek School District,367.61,3871636,10531.91,47693,67.6771429,364,48.9,51.1,0,0,0,3.57,0.82,93.69,1.92,16.48,64896,5176,111,11.1334002,886,88.8665998,180,16.88555347,886,83.11444653,43.5800159,-96.3621938
2703540,Badger Public School District,221.11,3146215,14229.18,54724,69.2442857,220,47.27,52.73,0.45,1.82,0,1.36,3.18,91.37,1.82,47.27,53636,5333,55,10.24208566,482,89.75791434,75,13.46499102,482,86.53500898,48.7669679,-95.99403
2732250,Roseau Public School District,1165.07,11945939,10253.41,58274,64.5685714,1183,48.52,51.48,0.76,0.68,0.08,1.1,1.18,93.75,2.45,27.39,62308,3017,366,12.18375499,2638,87.81624501,450,14.57253886,2638,85.42746114,48.7834631,-95.7126967
2741850,Warroad Public School District,992.99,12008594,12093.37,55268,66.9442857,1002,49,51,6.49,8.08,0,2.1,0.5,73.75,9.08,39.22,54950,5629,418,15.42435424,2292,84.57564576,510,18.2012848,2292,81.7987152,48.9739301,-95.0293359
2708910,Chisholm Public School District,728.18,8113580,11142.27,52284,59.0128571,726,51.1,48.9,2.2,0.14,0,0.96,2.75,90.64,3.31,42.15,43796,6000,356,12.59731069,2470,87.40268931,386,13.51540616,2470,86.48459384,47.541039,-92.8621902
2711520,Ely Public School District,567.79,7150004,12592.69,53835,63.22,573,50.44,49.56,1.4,0.52,0,1.57,0.7,89.88,5.93,30.02,48045,4617,377,13.34041047,2449,86.65958953,431,14.96527778,2449,85.03472222,47.9073158,-91.9323094
2712210,Floodwood Public School District,207.78,2947231,14184.38,47401,48.578,222,53.15,46.85,4.5,0,0,0.9,2.7,85.14,6.76,47.3,43333,2784,142,17.44471744,672,82.55528256,165,19.71326165,672,80.28673835,46.9180728,-92.9431903
2713920,Hermantown Public School District,2073.2,18925522,9128.65,61650,71.1714286,2110,48.86,51.14,0.66,1.14,0.05,2.27,1.04,91.81,3.03,12.75,70758,4271,552,10.75185041,4582,89.24814959,660,12.59061427,4582,87.40938573,46.8928811,-92.2276096
2713980,Hibbing Public School District,2381.46,27959518,11740.49,61451,67.31,2407,49.48,50.52,1.33,0.66,0.12,1.66,2.41,87.26,6.56,40.96,47213,3443,1037,12.38948626,7333,87.61051374,1648,18.34984968,7333,81.65015032,47.4071146,-92.9673899
2730090,Proctor Public School District,1789.77,19787213,11055.73,56413,59.7057143,1804,45.68,54.32,0.89,0.17,0,2.49,0.33,91.19,4.93,28.6,66959,5286,662,11.13915531,5281,88.86084469,874,14.19983753,5281,85.80016247,46.860097,-92.3344233
2741040,Virginia Public School District,1736.49,19983684,11508.09,62337,67.4685714,1765,44.53,55.47,2.44,0.51,0,2.72,1.98,83.4,8.95,36.49,46707,2739,1005,15.98028303,5284,84.01971697,1257,19.21724507,5284,80.78275493,47.6240008,-92.5231972
2733720,Nett Lake Public School District,95.98,1773774,18480.66,55843,56.6666667,57,43.86,56.14,100,0,0,0,0,0,0,64.91,26563,8508,39,21.54696133,142,78.45303867,32,18.3908046,142,81.6091954,48.1299347,-93.1769195
2711040,Duluth Public School District,8229.16,111622631,13564.28,63498,62.4971429,8706,48.95,51.05,3.86,1.41,0.08,2.79,5.67,76.83,9.36,39.93,51913,1515,4778,10.93564039,38914,89.06435961,6451,14.22021382,38914,85.77978618,46.9446286,-92.0577521
2700001,Mountain Iron-Buhl School District,518.55,6855707,13220.92,59868,63.2328571,536,42.16,57.84,2.99,0.19,0,4.1,1.12,82.83,8.77,52.8,49091,5172,399,15.9027501,2110,84.0972499,529,20.04547177,2110,79.95452823,47.5653272,-92.723232
2704050,Belle Plaine Public School District,1599.93,14951404,9345.04,51508,63.2614286,1627,48.06,51.94,0.37,1.91,0.25,5.04,1.54,86.71,4.18,19.61,85096,8389,195,5.936073059,3090,94.06392694,309,9.090909091,3090,90.90909091,44.6196812,-93.7819675
2715750,Jordan Public School District,1896.91,18040300,9510.36,63076,66.2442857,1908,48.53,51.47,1.26,1.47,0.21,9.59,2.31,80.86,4.3,20.13,74230,6979,361,9.777898158,3331,90.22210184,470,12.36516706,3331,87.63483294,44.6509943,-93.5727788
2730060,Prior Lake-Savage Area Schools,8819.62,87163913,9882.96,65912,68.2771429,8931,49.56,50.44,0.82,4.86,0.02,4.89,4.53,80.28,4.6,11.84,108621,4248,591,3.588124583,15880,96.41187542,1098,6.467192838,15880,93.53280716,44.7026583,-93.4149192
2733000,Shakopee Public School District,8247.22,75895117,9202.51,59842,62.3271429,8319,48.54,51.46,1.06,10.83,0.08,13.79,10.7,57.42,6.12,34.61,84905,4234,811,5.12836727,15003,94.87163273,1114,6.911956319,15003,93.08804368,44.7434421,-93.5100297
2723430,New Prague Area Schools,4226.44,39848526,9428.39,59222,69.8828571,4276,48.9,51.1,0.58,0.96,0.05,2.69,1.01,92.93,1.78,12.35,99034,5400,643,8.547122159,6880,91.45287784,740,9.711286089,6880,90.28871391,44.5562905,-93.5121778
2703870,Becker Public School District,2866.46,29895458,10429.4,62625,64.8314286,2942,50.61,49.39,0.31,0.82,0,2.52,0.65,92.74,2.96,18.83,89371,3277,235,5.428505429,4094,94.57149457,338,7.626353791,4094,92.37364621,45.4446179,-93.8684422
2705460,Big Lake Public School District,3026.16,30150488,9963.28,61786,63.1128571,3056,50.13,49.87,0.39,1.8,0.03,4.88,2.95,85.3,4.65,22.68,89782,6782,262,4.139674514,6067,95.86032549,397,6.141707921,6067,93.85829208,45.3915322,-93.7064576
2711370,Elk River Public School District,13362.27,138474993,10363.13,67476,70.0242857,13670,48.43,51.57,0.27,2.03,0.05,3.68,2.69,86.19,5.09,15.76,97326,4921,1488,5.668571429,24762,94.33142857,2378,8.761974945,24762,91.23802506,45.3272507,-93.5722122
