censusid,popcount,mhi,id,dname,lat,lng,admtotal,generalfundexpends,perpupilexpends,avgteachersalary,readingproficiency
2728380,2100,52857,2728380,Pine City Public School District,45.8537903,-92.9273121,1585.47,17968280,11333.09,58157,55.6385714
2704470,1500,50174,2704470,Benson Public School District,45.3055884,-95.6142136,786.01,9265765,11788.36,58265,51.4814286
2732250,2100,62308,2732250,Roseau Public School District,48.7834631,-95.7126967,1165.07,11945939,10253.41,58274,64.5685714
2712240,3000,71617,2712240,Foley Public School District,45.709067,-93.914815,1933.09,18546832,9594.4,58363,69.26
2733330,2700,70404,2733330,Spring Lake Park Public Schools,45.1448127,-93.2105141,5976.6,56496807,9453,58378,56.4728571
2700107,1100,53447,2700107,Greenbush-Middle River School District,48.6405555,-96.1599528,284.1,4458991,15695.15,58393,59.4642857
2791450,1400,53538,2791450,Mesabi East School District,47.4226819,-92.1921374,952.83,10784509,11318.4,58412,55.4257143
2703750,1600,57406,2703750,Battle Lake Public School District,46.3073222,-95.6908082,431.41,3704610,8587.21,58455,72.1828571
2710170,1300,95985,2710170,Delano Public School District,45.040383,-93.7693725,2480.59,25589951,10316.07,58521,79.0085714
2707380,1600,57775,2707380,Caledonia Public School District,43.6137125,-91.4305114,717.07,7693922,10729.67,58525,61.0757143
2720550,2700,64178,2720550,Melrose Public School District,45.6484138,-94.7833726,1334.42,13303761,9969.7,58695,54.6128571
2703150,2100,67378,2703150,Annandale Public School District,45.2695742,-94.1215621,1953.52,18442424,9440.61,58699,66.6757143
2703450,3200,48529,2703450,Austin Public School District,43.6693745,-93.0110587,5058.2,53287195,10534.81,58786,43.5071429
2720670,3200,58833,2720670,Milaca Public School District,45.8154999,-93.6915235,1756.12,18785271,10697.03,58809,58.3371429
2740740,2700,61599,2740740,Lake Superior Public School District,47.4744895,-91.4873255,1375.69,15344784,11154.25,58907,61.93
2714970,2300,61197,2714970,Hutchinson Public School District,44.898475,-94.401803,2826.42,29338751,10380.18,58937,66.3142857
2702970,3700,49318,2702970,Albert Lea Public School District,43.6770341,-93.313803,3491.22,38441564,11010.93,58998,46.8185714
2731780,8800,66557,2731780,Robbinsdale Public School District,45.0304737,-93.378405,12236.62,133467295,10907.2,59092,48.7471429
2723430,2700,99034,2723430,New Prague Area Schools,44.5562905,-93.5121778,4226.44,39848526,9428.39,59222,69.8828571
2718240,4000,51282,2718240,Little Falls Public School District,46.0420885,-94.4054992,2466.39,25026133,10146.87,59224,48.0142857
2745735,1600,71689,2745735,Zumbrota-Mazeppa School District,44.289631,-92.5862494,1204.73,12434013,10321,59326,66.0257143
2730480,2500,58343,2730480,Red Wing Public School District,44.5518406,-92.6089836,2724.27,28748425,10552.71,59419,54.8385714
2710060,2800,64265,2710060,Dassel-Cokato Public School District,45.0827058,-94.2583745,2213.05,20454365,9242.61,59426,72.5114286
2703660,1300,79125,2703660,Barnesville Public School District,46.652391,-96.4724032,879.17,8618085,9802.52,59458,77.0514286
2718780,7500,54846,2718780,Mankato Public School District,44.1836039,-93.9750867,8656.15,87845043,10148.28,59706,64.1842857
2707200,4300,81657,2707200,Buffalo-Hanover-Montrose Public Schools,45.1478809,-93.8166389,5801.21,59315590,10224.69,59740,65.1242857
2733000,3900,84905,2733000,Shakopee Public School District,44.7434421,-93.5100297,8247.22,75895117,9202.51,59842,62.3271429
2700001,800,49091,2700001,Mountain Iron-Buhl School District,47.5653272,-92.723232,518.55,6855707,13220.92,59868,63.2328571
2732880,3500,57732,2732880,Sauk Rapids-Rice Public Schools,45.6964078,-94.1242691,4517.87,44715087,9897.38,59904,57.2685714
2723880,5200,73918,2723880,Northfield Public School District,44.4658288,-93.2065442,4050.03,47720683,11782.8,59934,68.4371429
2744070,5600,51023,2744070,Winona Area Public School District,43.9892275,-91.6630395,2778.21,36137814,13007.59,59991,48.8085714
2728200,2300,56519,2728200,Pequot Lakes Public Schools,46.6262214,-94.2239081,1727.56,15564016,9009.25,60281,70.4228571
2723850,6500,69368,2723850,North St. Paul-Maplewood-Oakdale School District,44.9829666,-92.9808588,10635.99,113727860,10692.74,60296,50.79
2700231,1900,55702,2700231,Jackson County Central School District,43.6221225,-95.0818993,1186.54,11970790,10088.82,60319,54.3171429
2728050,3600,62342,2728050,Owatonna Public School District,44.0443277,-93.2162179,4943.21,52113289,10542.4,60358,53.9128571
2712270,3800,85410,2712270,Forest Lake Public School District,45.2738655,-92.994513,6058.87,62582630,10329.09,60401,60.82
2733450,1300,72120,2733450,St. Charles Public School District,43.9846019,-92.0396616,991.46,9596211,9678.87,60584,64.9857143
2713560,1100,77865,2713560,Hawley Public School District,46.8477456,-96.3122452,987.42,8766777,8878.47,60606,69.0814286
2723310,950,54010,2723310,Nashwauk-Keewatin School District,47.3907163,-93.1490907,587.22,7359072,12532.05,61054,50.7628571
2728140,1800,60821,2728140,Paynesville Public School District,45.4018454,-94.7324897,931.48,8868731,9521.12,61109,59.9428571
2713980,1600,47213,2713980,Hibbing Public School District,47.4071146,-92.9673899,2381.46,27959518,11740.49,61451,67.31
2730030,2900,70664,2730030,Princeton Public School District,45.575971,-93.6000896,3333.81,33130844,9937.83,61582,63.4157143
2732850,1600,60048,2732850,Sauk Centre Public School District,45.7351279,-95.0002673,1093.69,11047164,10100.82,61590,62.3357143
2713920,1100,70758,2713920,Hermantown Public School District,46.8928811,-92.2276096,2073.2,18925522,9128.65,61650,71.1714286
2715000,1000,47418,2715000,International Falls School District,48.414281,-93.2781962,998.31,11355361,11374.58,61750,62.78
2705460,1300,89782,2705460,Big Lake Public School District,45.3915322,-93.7064576,3026.16,30150488,9963.28,61786,63.1128571
2738880,500,82723,2738880,Esko Public School District,46.713831,-92.3607923,1255.45,10796321,8599.56,61790,80.6128571
2700017,3100,84455,2700017,Chisago Lakes School District,45.3905662,-92.8049451,3432.12,36444116,10618.54,61946,65.55
2721320,1300,51147,2721320,Montevideo Public School District,44.9856003,-95.7060085,1567.26,15043396,9598.53,62060,58.5785714
2702930,2600,73988,2702930,Albany Public School District,45.6081888,-94.5642478,1761.52,17089551,9701.59,62244,68.2842857
2723820,3200,79170,2723820,North Branch Public Schools,45.5052345,-92.9526805,2692.7,27562973,10236.18,62287,55.52
2741040,1600,46707,2741040,Virginia Public School District,47.6240008,-92.5231972,1736.49,19983684,11508.09,62337,67.4685714
2712420,1200,58097,2712420,Fridley Public School District,45.0846155,-93.2592376,2899.39,33593832,11586.52,62370,44.1814286
2741460,2900,97574,2741460,Waconia Public School District,44.8486071,-93.7998136,4050.66,41590079,10267.48,62452,70.6942857
2742270,4600,72556,2742270,West St. Paul-Mendota Heights-Eagan,44.873609,-93.1412907,5175.48,58530102,11309.12,62490,59.68
2733540,3900,87975,2733540,St. Francis Public School District,45.3804629,-93.3313746,4356.21,42954903,9860.61,62596,60.7257143
2703870,1300,89371,2703870,Becker Public School District,45.4446179,-93.8684422,2866.46,29895458,10429.4,62625,64.8314286
2706090,6400,55821,2706090,Brainerd Public School District,46.3229193,-94.1252103,6572.89,71227350,10836.53,62693,67.92
2732820,2100,82194,2732820,Sartell-St. Stephen School District,45.64628,-94.247681,4017.65,36147962,8997.29,62755,72.1571429
2733790,950,101386,2733790,St. Michael-Albertville School District,45.2218137,-93.679032,6421.12,55487672,8641.43,63036,76.1828571
2715750,1200,74230,2715750,Jordan Public School District,44.6509943,-93.5727788,1896.91,18040300,9510.36,63076,66.2442857
2733780,4500,76888,2733780,St. Louis Park Public School District,44.948693,-93.3637621,4616.9,58543881,12680.34,63193,58.9185714
2731800,12000,73618,2731800,Rochester Public School District,44.0546608,-92.4425886,17602.32,189372896,10758.41,63256,55.3985714
2718270,450,50000,2718270,Littlefork-Big Falls School District,48.2649955,-93.659864,322.84,4017182,12443.26,63259,60.8714286
2711040,11000,51913,2711040,Duluth Public School District,46.9446286,-92.0577521,8229.16,111622631,13564.28,63498,62.4971429
2704440,6900,51640,2704440,Bemidji Public School District,47.5133401,-94.9334162,5044.73,57707180,11439.1,63506,55.5557143
2721390,1900,73462,2721390,Monticello Public School District,45.3003336,-93.8474812,4140.32,50637193,12230.26,63521,66.9028571
2709420,1900,54141,2709420,Cloquet Public School District,46.7509917,-92.5333742,2761.49,27810520,10070.84,63524,67.3271429
2733420,1100,70143,2733420,St. Anthony-New Brighton Schools,45.0303318,-93.2154174,1816.12,18558636,10218.84,63687,67.5614286
2722950,7000,80215,2722950,Mounds View Public School District,45.0835001,-93.1554309,11656.29,133923939,11489.41,63793,67.5314286
2714220,4400,106103,2714220,Eden Prairie Public School District,44.8468508,-93.4573412,8916.38,98200311,11013.47,63903,73.5371429
2742160,5200,109562,2742160,Wayzata Public School District,45.010205,-93.4991063,11911.97,133911351,11241.75,64164,80.7957143
2713530,4800,76385,2713530,Hastings Public School District,44.6945396,-92.8625847,4346.71,47256101,10871.69,64896,65.1
2733810,7200,97320,2733810,South Washington County School District,44.8546881,-92.9284365,18545.67,201538843,10867.16,65045,67.9471429
2715030,2100,70076,2715030,Inver Grove Heights Schools,44.8256309,-93.0449554,3583.2,36658026,10230.53,65095,51.64
2733270,2100,61228,2733270,South St. Paul Public School District,44.8880271,-93.0404974,3419.29,34984783,10231.59,65558,45.0614286
2725200,9800,83984,2725200,Osseo Public School District,45.1079725,-93.4304112,21072.86,222122568,10540.69,65884,54.9457143
2730060,3300,108621,2730060,Prior Lake-Savage Area Schools,44.7026583,-93.4149192,8819.62,87163913,9882.96,65912,68.2771429
2722920,1500,100602,2722920,Westonka Public School District,44.9396488,-93.6651032,2440.68,27509910,11271.41,66063,77.6071429
2711820,3200,93611,2711820,Farmington Public School District,44.6298858,-93.1272429,7295.26,71285939,9771.54,66219,57.5828571
2713170,4800,53716,2713170,Grand Rapids Public School District,47.7153864,-94.3976678,3998.92,45181414,11298.4,66318,61.4971429
2708100,3100,96006,2708100,Centennial Public School District,45.15546,-93.106858,6575.93,71503817,10873.57,66703,68.8528571
2709510,2400,54132,2709510,Columbia Heights Public School District,45.0522498,-93.2538287,3457.95,34927109,10100.52,66754,35.0957143
2711370,3800,97326,2711370,Elk River Public School District,45.3272507,-93.5722122,13362.27,138474993,10363.13,67476,70.0242857
2731750,4100,61358,2731750,Richfield Public School District,44.877133,-93.2873664,4231.02,45318424,10710.99,68409,43.4857143
2714260,4800,71796,2714260,Hopkins Public School District,44.9378091,-93.4124817,6858.37,81156042,11833.14,68475,59.4985714
2705790,7000,72127,2705790,Bloomington Public School District,44.8296656,-93.315217,10466.54,127973644,12226.93,68922,53.5157143
2708190,5000,101661,2708190,Eastern Carver County Public Schools,44.8002412,-93.6379176,9673.13,107996917,11164.63,70239,67.0157143
2703180,20000,82438,2703180,Anoka-Hennepin Public School District,45.2173219,-93.3334627,38121.71,427741016,11220.4,70407,65.0485714
2721240,36500,59005,2721240,Minneapolis Public School District,44.9633242,-93.2683198,34088.09,439046660,12879.77,70659,46.48
2717780,4400,107695,2717780,Lakeville Public School District,44.6343539,-93.2908232,11098.37,125766054,11331.94,70874,73.31
2732430,4900,64846,2732430,Roseville Public School District,45.0121283,-93.1338462,7579.82,82594748,10896.66,70958,56.3642857
2718750,2000,106875,2718750,Mahtomedi Public School District,45.0855899,-92.9479147,3303.22,34246154,10367.51,71648,78.15
2707290,5600,74969,2707290,Burnsville Public School District,44.7875938,-93.3081439,8672.41,102758358,11848.88,71750,48.2771429
2742360,5400,84548,2742360,White Bear Lake School District,45.1013449,-93.0247794,8707.45,102105396,11726.21,72437,64.88
2711670,5300,117906,2711670,Minnetonka Public School District,44.9050192,-93.5476249,10926.92,115377537,10559.02,73195,81.4842857
2725080,1700,113341,2725080,Orono Public School District,44.9973086,-93.610104,2876.85,33235969,11552.9,73679,78.8314286
2732390,12500,94036,2732390,Rosemount-Apple Valley-Eagan,44.7517975,-93.1233268,28563.45,289752744,10144.18,74578,65.2914286
2738190,8000,96699,2738190,Stillwater Area Public School District,45.0376019,-92.8353427,8433.24,94177645,11167.43,74714,68.0985714
2733840,26000,55085,2733840,St. Paul Public School District,44.948901,-93.1040631,35937.23,439053778,12217.24,75199,39.59
2711250,4300,119294,2711250,Edina Public School District,44.8910772,-93.3578231,8412.2,98223666,11676.34,75489,77.4328571
