censusID,mHI,mHI_MOE,NoComp_Cnt,NoComp_Pct,YesComp_Cnt,YesCom_Pct,NoInternet_Cnt,NoInternet_Pct,YesInternet_Cnt,YesInternet_Pct
2718810,72137,4630,193,9.373482273,1866,90.62651773,266,12.47654784,1866,87.52345216
2718920,55125,4424,54,12.08053691,393,87.91946309,76,16.20469083,393,83.79530917
2718940,52000,4132,576,8.826233527,5950,91.17376647,652,9.875795214,5950,90.12420479
2719170,47569,2487,315,13.22418136,2067,86.77581864,457,18.10618067,2067,81.89381933
2719320,73650,5265,119,9.786184211,1097,90.21381579,176,13.8256088,1097,86.1743912
2720550,64178,3504,565,14.0652228,3452,85.9347772,836,19.49626866,3452,80.50373134
2720580,49673,3482,230,13.93095094,1421,86.06904906,282,16.55901351,1421,83.44098649
2720670,58833,2085,605,11.90241983,4478,88.09758017,843,15.84288668,4478,84.15711332
2721240,59005,1085,14852,7.869651609,173873,92.13034839,22649,11.52491833,173873,88.47508167
2721270,65972,3675,137,11.57094595,1047,88.42905405,205,16.37380192,1047,83.62619808
2721320,51147,5587,573,15.22721233,3190,84.77278767,724,18.49770056,3190,81.50229944
2721390,73462,3968,572,6.959484122,7647,93.04051588,764,9.083343241,7647,90.91665676
2721420,62464,3150,1938,9.961449499,17517,90.0385505,2687,13.29934666,17517,86.70065334
2721450,55563,4511,324,14.88286633,1853,85.11713367,398,17.68103065,1853,82.31896935
2721480,52372,2627,646,13.08221952,4292,86.91778048,869,16.83782213,4292,83.16217787
2722920,100602,9980,479,5.474911418,8270,94.52508858,704,7.844885224,8270,92.15511478
2722950,80215,2459,2821,8.426429297,30657,91.5735707,3325,9.784591843,30657,90.21540816
2723010,52589,5134,221,14.80241125,1272,85.19758875,294,18.77394636,1272,81.22605364
2723310,54010,3338,279,14.01305876,1712,85.98694124,392,18.63117871,1712,81.36882129
2728960,26313,573,15,12,110,88,21,16.03053435,110,83.96946565
2799999,68437,277,208684,8.79284047,2164656,91.20715953,283696,11.58722275,2164656,88.41277725
2700388,60556,7108,104,12.77641278,710,87.22358722,136,16.07565012,710,83.92434988
2707110,39667,10202,72,17.30769231,344,82.69230769,91,20.91954023,344,79.08045977
2715540,52260,3122,112,16.25544267,577,83.74455733,134,18.8466948,577,81.1533052
2718390,74688,10531,35,7.575757576,427,92.42424242,63,12.85714286,427,87.14285714
2721210,62750,8229,30,9.771986971,277,90.22801303,52,15.80547112,277,84.19452888
2733720,26563,8508,39,21.54696133,142,78.45303867,32,18.3908046,142,81.6091954
2717460,53750,8242,111,16.59192825,558,83.40807175,122,17.94117647,558,82.05882353
